customer_id,first_name,last_name,country,currency,age,gender,registration_date,is_premium,email_verified,email
CUST00022,Julia,Hall,USA,USD,49,Other,16-04-2020,FALSE,TRUE,julia.hall0022@email.com
CUST00023,Claire,Wilson,USA,USD,39,M,12-01-2020,FALSE,TRUE,claire.wilson0023@email.com
CUST00024,Claire,Brown,UK,GBP,37,F,30-10-2020,FALSE,TRUE,claire.brown0024@email.com
CUST00025,Luca,White,Germany,EUR,65,M,28-11-2021,FALSE,TRUE,luca.white0025@email.com
CUST00026,Nina,Lee,Italy,EUR,37,F,11-06-2021,TRUE,TRUE,nina.lee0026@email.com
CUST00027,Claire,Thomas,USA,USD,23,F,14-12-2020,FALSE,TRUE,claire.thomas0027@email.com
CUST00028,John,Taylor,Germany,EUR,26,F,11-04-2021,FALSE,TRUE,john.taylor0028@email.com
CUST00029,Nina,Allen,France,EUR,45,M,04-06-2020,FALSE,TRUE,nina.allen0029@email.com
CUST00030,Daniel,Lee,USA,USD,30,F,16-10-2020,FALSE,TRUE,daniel.lee0030@email.com
CUST00031,Sara,Young,France,EUR,48,F,02-05-2020,FALSE,TRUE,sara.young0031@email.com
CUST00032,Emma,Lee,USA,USD,56,M,05-02-2020,TRUE,TRUE,emma.lee0032@email.com
CUST00033,Carlos,Taylor,USA,USD,67,M,04-09-2020,FALSE,TRUE,carlos.taylor0033@email.com
CUST00034,Nina,Jackson,Australia,AUD,31,F,19-09-2020,TRUE,TRUE,nina.jackson0034@email.com
CUST00035,Maria,Garcia,Australia,AUD,39,F,11-04-2021,TRUE,TRUE,maria.garcia0035@email.com
CUST00036,David,Young,Italy,EUR,54,M,15-09-2021,TRUE,TRUE,david.young0036@email.com
CUST00037,Anna,Martin,UK,GBP,71,F,31-08-2020,FALSE,TRUE,anna.martin0037@email.com
CUST00038,Thomas,Brown,USA,USD,62,M,08-07-2021,FALSE,TRUE,thomas.brown0038@email.com
CUST00039,Julia,Taylor,Canada,CAD,41,M,28-04-2021,TRUE,FALSE,julia.taylor0039@email.com
CUST00040,Laura,White,UK,GBP,25,F,28-12-2021,FALSE,TRUE,laura.white0040@email.com
CUST00041,Daniel,Harris,USA,USD,32,M,29-07-2021,FALSE,TRUE,daniel.harris0041@email.com
CUST00042,Claire,Jackson,Germany,EUR,68,M,17-05-2021,FALSE,FALSE,claire.jackson0042@email.com
CUST00043,Sara,Martin,USA,USD,58,M,14-04-2020,FALSE,TRUE,sara.martin0043@email.com
CUST00044,Luca,White,Netherlands,EUR,23,F,16-04-2021,FALSE,TRUE,luca.white0044@email.com
CUST00045,Laura,Thomas,USA,USD,40,M,15-02-2021,FALSE,TRUE,laura.thomas0045@email.com
CUST00046,Robert,Young,France,EUR,42,Other,28-08-2021,FALSE,TRUE,robert.young0046@email.com
CUST00047,Anna,Rossi,UK,GBP,48,M,05-12-2021,FALSE,TRUE,anna.rossi0047@email.com
CUST00048,Claire,Thomas,Germany,EUR,63,F,10-08-2020,FALSE,TRUE,claire.thomas0048@email.com
CUST00049,Julia,Jackson,Germany,EUR,46,M,19-05-2021,FALSE,TRUE,julia.jackson0049@email.com
CUST00050,David,Wilson,USA,USD,40,F,01-04-2020,FALSE,TRUE,david.wilson0050@email.com
CUST00051,William,Lee,Australia,AUD,27,F,10-07-2020,FALSE,TRUE,william.lee0051@email.com
CUST00052,James,Johnson,Italy,EUR,26,M,07-07-2021,FALSE,TRUE,james.johnson0052@email.com
CUST00053,Laura,Brown,Australia,AUD,66,M,26-02-2020,TRUE,TRUE,laura.brown0053@email.com
CUST00054,Robert,Thomas,Netherlands,EUR,30,M,01-03-2020,TRUE,TRUE,robert.thomas0054@email.com
CUST00055,Daniel,Brown,France,EUR,49,M,20-03-2021,TRUE,TRUE,daniel.brown0055@email.com
CUST00056,James,Young,Netherlands,EUR,66,M,26-08-2020,TRUE,TRUE,james.young0056@email.com
CUST00057,Carlos,White,USA,USD,68,F,12-04-2021,FALSE,TRUE,carlos.white0057@email.com
CUST00058,Robert,Taylor,USA,USD,62,F,22-09-2020,FALSE,TRUE,robert.taylor0058@email.com
CUST00059,Luca,Hall,USA,USD,58,M,03-12-2020,TRUE,TRUE,luca.hall0059@email.com
CUST00060,James,Anderson,UK,GBP,18,M,27-10-2020,FALSE,TRUE,james.anderson0060@email.com
CUST00061,Maria,Lee,UK,GBP,18,M,24-10-2020,FALSE,TRUE,maria.lee0061@email.com
CUST00062,Julia,Young,USA,USD,54,M,10-12-2020,FALSE,TRUE,julia.young0062@email.com
CUST00063,Daniel,Anderson,Spain,EUR,57,F,14-07-2020,FALSE,TRUE,daniel.anderson0063@email.com
CUST00064,Julia,Hall,UK,GBP,35,F,10-08-2021,FALSE,TRUE,julia.hall0064@email.com
CUST00065,Michael,Anderson,USA,USD,53,M,11-07-2021,FALSE,TRUE,michael.anderson0065@email.com
CUST00066,James,Dubois,Germany,EUR,48,M,31-07-2020,FALSE,TRUE,james.dubois0066@email.com
CUST00067,Daniel,Hall,USA,USD,71,F,22-02-2021,FALSE,TRUE,daniel.hall0067@email.com
CUST00068,Anna,Young,Italy,EUR,18,M,21-04-2020,TRUE,TRUE,anna.young0068@email.com
CUST00069,Maria,Jackson,USA,USD,64,M,26-08-2021,FALSE,TRUE,maria.jackson0069@email.com
CUST00070,Sophie,Dubois,Sweden,SEK,69,F,06-08-2020,FALSE,TRUE,sophie.dubois0070@email.com
CUST00071,Carlos,Martin,Italy,EUR,53,F,23-12-2021,FALSE,TRUE,carlos.martin0071@email.com
CUST00072,David,Garcia,USA,USD,74,M,20-01-2021,FALSE,TRUE,david.garcia0072@email.com
CUST00073,Sophie,Mueller,USA,USD,26,F,07-09-2021,FALSE,FALSE,sophie.mueller0073@email.com
CUST00074,Nina,Lee,Italy,EUR,39,M,17-11-2020,FALSE,FALSE,nina.lee0074@email.com
CUST00075,Sophie,Wilson,Canada,CAD,73,F,01-12-2020,FALSE,TRUE,sophie.wilson0075@email.com
CUST00076,Robert,Brown,Canada,CAD,45,M,22-12-2021,FALSE,TRUE,robert.brown0076@email.com
CUST00077,Carlos,Young,Italy,EUR,43,F,30-11-2020,FALSE,TRUE,carlos.young0077@email.com
CUST00078,John,White,USA,USD,69,F,04-05-2020,FALSE,TRUE,john.white0078@email.com
CUST00079,Emma,Harris,UK,GBP,27,M,01-10-2021,FALSE,TRUE,emma.harris0079@email.com
CUST00080,David,Walker,USA,USD,73,F,22-09-2021,FALSE,TRUE,david.walker0080@email.com
CUST00081,William,Smith,Spain,EUR,64,F,26-09-2021,FALSE,FALSE,william.smith0081@email.com
CUST00082,Elena,Rossi,France,EUR,20,M,26-03-2021,FALSE,TRUE,elena.rossi0082@email.com
CUST00083,William,Harris,UK,GBP,19,F,05-03-2020,FALSE,TRUE,william.harris0083@email.com
CUST00084,Nina,Thomas,USA,USD,71,F,16-03-2020,TRUE,TRUE,nina.thomas0084@email.com
CUST00085,Emma,Allen,UK,GBP,54,F,07-11-2020,FALSE,TRUE,emma.allen0085@email.com
CUST00086,Thomas,Johnson,UK,GBP,73,M,03-01-2021,TRUE,TRUE,thomas.johnson0086@email.com
CUST00087,Emma,Garcia,Canada,CAD,48,M,05-06-2021,FALSE,TRUE,emma.garcia0087@email.com
CUST00088,James,Taylor,France,EUR,50,M,06-03-2020,FALSE,TRUE,james.taylor0088@email.com
CUST00089,Emma,Allen,Netherlands,EUR,49,M,12-08-2020,TRUE,TRUE,emma.allen0089@email.com
CUST00090,John,White,Germany,EUR,60,F,18-10-2021,FALSE,TRUE,john.white0090@email.com
CUST00091,Emma,Hall,USA,USD,29,M,13-02-2021,FALSE,TRUE,emma.hall0091@email.com
CUST00092,Robert,Wilson,Canada,CAD,20,M,07-10-2020,FALSE,TRUE,robert.wilson0092@email.com
CUST00093,Claire,Johnson,Italy,EUR,72,M,15-02-2020,FALSE,TRUE,claire.johnson0093@email.com
CUST00094,Robert,Taylor,Germany,EUR,65,M,19-04-2020,FALSE,TRUE,robert.taylor0094@email.com
CUST00095,Claire,Brown,Italy,EUR,43,F,15-12-2021,TRUE,FALSE,claire.brown0095@email.com
CUST00096,William,Hall,Germany,EUR,31,F,17-03-2021,FALSE,TRUE,william.hall0096@email.com
CUST00097,John,Lee,Germany,EUR,29,M,18-06-2021,FALSE,TRUE,john.lee0097@email.com
CUST00098,Laura,Garcia,UK,GBP,69,M,24-07-2021,FALSE,TRUE,laura.garcia0098@email.com
CUST00099,Sophie,Harris,USA,USD,43,M,11-11-2020,FALSE,TRUE,sophie.harris0099@email.com
CUST00100,John,Garcia,USA,USD,33,M,14-12-2020,FALSE,TRUE,john.garcia0100@email.com
CUST00101,Elena,Anderson,USA,USD,70,M,16-06-2021,TRUE,TRUE,elena.anderson0101@email.com
CUST00102,Sophie,White,France,EUR,25,F,22-08-2020,TRUE,TRUE,sophie.white0102@email.com
CUST00103,Elena,Young,UK,GBP,66,M,20-11-2021,FALSE,TRUE,elena.young0103@email.com
CUST00104,Daniel,Mueller,Germany,EUR,66,F,12-10-2021,FALSE,TRUE,daniel.mueller0104@email.com
CUST00105,James,Martin,Netherlands,EUR,45,F,12-07-2020,FALSE,TRUE,james.martin0105@email.com
CUST00106,Anna,Rossi,USA,USD,24,M,04-03-2021,TRUE,FALSE,anna.rossi0106@email.com
CUST00107,Claire,Mueller,UK,GBP,32,F,31-05-2020,FALSE,TRUE,claire.mueller0107@email.com
CUST00108,Elena,Johnson,Italy,EUR,58,F,17-06-2021,TRUE,TRUE,elena.johnson0108@email.com
CUST00109,Sophie,Jackson,USA,USD,53,F,22-11-2020,FALSE,TRUE,sophie.jackson0109@email.com
CUST00110,Michael,Hall,USA,USD,25,F,01-11-2020,FALSE,TRUE,michael.hall0110@email.com
CUST00111,Elena,Johnson,USA,USD,27,M,28-09-2020,FALSE,FALSE,elena.johnson0111@email.com
CUST00112,Nina,Harris,USA,USD,32,F,09-09-2020,FALSE,FALSE,nina.harris0112@email.com
CUST00113,Anna,Garcia,Netherlands,EUR,72,M,05-01-2020,FALSE,TRUE,anna.garcia0113@email.com
CUST00114,Thomas,Harris,Italy,EUR,35,F,31-08-2021,FALSE,TRUE,thomas.harris0114@email.com
CUST00115,Luca,Walker,France,EUR,63,M,23-07-2020,FALSE,TRUE,luca.walker0115@email.com
CUST00116,Nina,Johnson,Spain,EUR,54,M,04-04-2020,TRUE,FALSE,nina.johnson0116@email.com
CUST00117,Claire,Hall,Italy,EUR,58,F,25-07-2020,FALSE,TRUE,claire.hall0117@email.com
CUST00118,James,Harris,USA,USD,62,M,24-11-2021,FALSE,TRUE,james.harris0118@email.com
CUST00119,Nina,Allen,Netherlands,EUR,74,M,17-06-2021,TRUE,TRUE,nina.allen0119@email.com
CUST00120,Thomas,Mueller,Germany,EUR,68,M,16-09-2021,FALSE,TRUE,thomas.mueller0120@email.com
CUST00121,Julia,Garcia,Italy,EUR,60,F,09-04-2021,FALSE,TRUE,julia.garcia0121@email.com
CUST00122,Sara,Anderson,Netherlands,EUR,61,F,14-01-2021,FALSE,TRUE,sara.anderson0122@email.com
CUST00123,Maria,Taylor,UK,GBP,52,F,25-02-2021,FALSE,TRUE,maria.taylor0123@email.com
CUST00124,Thomas,Garcia,USA,USD,19,F,08-12-2020,FALSE,FALSE,thomas.garcia0124@email.com
CUST00125,Sophie,Smith,USA,USD,72,F,23-11-2021,FALSE,TRUE,sophie.smith0125@email.com
CUST00126,David,White,UK,GBP,39,M,31-05-2020,FALSE,FALSE,david.white0126@email.com
CUST00127,Claire,Garcia,Italy,EUR,32,M,03-08-2021,FALSE,TRUE,claire.garcia0127@email.com
CUST00128,Daniel,Wilson,Spain,EUR,54,F,29-06-2021,FALSE,TRUE,daniel.wilson0128@email.com
CUST00129,Sophie,White,USA,USD,56,M,29-10-2020,FALSE,TRUE,sophie.white0129@email.com
CUST00130,Emma,Lee,Germany,EUR,53,M,02-10-2020,FALSE,TRUE,emma.lee0130@email.com
CUST00131,Laura,Rossi,UK,GBP,22,M,20-05-2021,FALSE,TRUE,laura.rossi0131@email.com
CUST00132,Sara,Wilson,USA,USD,74,F,31-10-2020,FALSE,TRUE,sara.wilson0132@email.com
CUST00133,Elena,Johnson,USA,USD,65,M,12-06-2021,FALSE,FALSE,elena.johnson0133@email.com
CUST00134,Thomas,Young,UK,GBP,32,F,06-09-2021,FALSE,TRUE,thomas.young0134@email.com
CUST00135,Claire,Taylor,Australia,AUD,44,F,04-12-2020,FALSE,TRUE,claire.taylor0135@email.com
CUST00136,William,Garcia,UK,GBP,33,F,25-05-2021,FALSE,TRUE,william.garcia0136@email.com
CUST00137,Sara,Garcia,Germany,EUR,74,Other,31-10-2021,FALSE,TRUE,sara.garcia0137@email.com
CUST00138,Sophie,Young,Canada,CAD,53,M,02-12-2020,FALSE,TRUE,sophie.young0138@email.com
CUST00139,Daniel,Dubois,UK,GBP,55,F,28-12-2021,FALSE,TRUE,daniel.dubois0139@email.com
CUST00140,Emma,Lee,Sweden,SEK,35,F,02-02-2021,FALSE,FALSE,emma.lee0140@email.com
CUST00141,David,Lee,Australia,AUD,52,F,16-03-2021,FALSE,TRUE,david.lee0141@email.com
CUST00142,John,Lee,USA,USD,42,F,12-08-2020,TRUE,TRUE,john.lee0142@email.com
CUST00143,Daniel,Brown,Germany,EUR,39,M,10-08-2021,FALSE,TRUE,daniel.brown0143@email.com
CUST00144,Elena,Hall,UK,GBP,73,F,11-03-2020,FALSE,TRUE,elena.hall0144@email.com
CUST00145,Elena,Smith,USA,USD,48,M,27-07-2021,TRUE,FALSE,elena.smith0145@email.com
CUST00146,Laura,Mueller,USA,USD,54,Other,22-12-2021,FALSE,TRUE,laura.mueller0146@email.com
CUST00147,Thomas,Wilson,France,EUR,51,F,25-10-2021,FALSE,TRUE,thomas.wilson0147@email.com
CUST00148,David,Smith,Germany,EUR,40,F,29-01-2020,FALSE,TRUE,david.smith0148@email.com
CUST00149,John,Brown,USA,USD,33,F,28-04-2020,FALSE,FALSE,john.brown0149@email.com
CUST00150,Sophie,Brown,USA,USD,23,M,07-07-2020,FALSE,TRUE,sophie.brown0150@email.com
CUST00151,Michael,Wilson,Netherlands,EUR,32,M,14-06-2021,TRUE,TRUE,michael.wilson0151@email.com
CUST00152,Sophie,Young,USA,USD,35,F,11-04-2021,FALSE,TRUE,sophie.young0152@email.com
CUST00153,Daniel,Walker,USA,USD,55,M,16-09-2021,FALSE,TRUE,daniel.walker0153@email.com
CUST00154,Emma,Anderson,Germany,EUR,30,M,09-11-2021,FALSE,TRUE,emma.anderson0154@email.com
CUST00155,John,Harris,Sweden,SEK,41,F,29-01-2021,TRUE,FALSE,john.harris0155@email.com
CUST00156,Julia,Taylor,USA,USD,30,M,26-06-2021,TRUE,TRUE,julia.taylor0156@email.com
CUST00157,Emma,Walker,Canada,CAD,18,F,08-05-2021,FALSE,TRUE,emma.walker0157@email.com
CUST00158,Anna,Anderson,Italy,EUR,65,F,24-01-2021,TRUE,TRUE,anna.anderson0158@email.com
CUST00159,Carlos,Rossi,USA,USD,53,F,17-03-2021,FALSE,TRUE,carlos.rossi0159@email.com
CUST00160,Carlos,Taylor,Canada,CAD,66,F,13-02-2021,FALSE,TRUE,carlos.taylor0160@email.com
CUST00161,Nina,Hall,UK,GBP,35,M,15-02-2021,FALSE,TRUE,nina.hall0161@email.com
CUST00162,Carlos,Allen,France,EUR,65,M,21-11-2021,FALSE,TRUE,carlos.allen0162@email.com
CUST00163,Sophie,Johnson,France,EUR,50,M,18-06-2021,TRUE,TRUE,sophie.johnson0163@email.com
CUST00164,John,Dubois,Germany,EUR,55,Other,09-04-2020,FALSE,TRUE,john.dubois0164@email.com
CUST00165,Claire,Hall,USA,USD,60,M,24-03-2021,FALSE,TRUE,claire.hall0165@email.com
CUST00166,Elena,Smith,Spain,EUR,23,M,04-07-2021,TRUE,FALSE,elena.smith0166@email.com
CUST00167,Claire,Anderson,UK,GBP,34,F,30-04-2020,FALSE,TRUE,claire.anderson0167@email.com
CUST00168,Claire,Mueller,USA,USD,21,M,22-12-2021,TRUE,TRUE,claire.mueller0168@email.com
CUST00169,Daniel,Wilson,USA,USD,31,F,17-10-2020,FALSE,TRUE,daniel.wilson0169@email.com
CUST00170,Claire,Garcia,France,EUR,47,F,13-04-2020,TRUE,TRUE,claire.garcia0170@email.com
CUST00171,Anna,Allen,Canada,CAD,63,F,04-11-2020,FALSE,TRUE,anna.allen0171@email.com
CUST00172,William,Garcia,USA,USD,37,F,20-08-2020,FALSE,TRUE,william.garcia0172@email.com
CUST00173,Carlos,Anderson,Germany,EUR,25,M,10-12-2020,TRUE,FALSE,carlos.anderson0173@email.com
CUST00174,Anna,Thomas,USA,USD,71,F,05-06-2020,FALSE,TRUE,anna.thomas0174@email.com
CUST00175,Robert,Taylor,France,EUR,19,F,14-02-2020,FALSE,TRUE,robert.taylor0175@email.com
CUST00176,Daniel,Jackson,USA,USD,54,M,05-10-2020,TRUE,TRUE,daniel.jackson0176@email.com
CUST00177,Laura,Allen,Canada,CAD,21,M,17-05-2020,FALSE,TRUE,laura.allen0177@email.com
CUST00178,Sophie,Mueller,UK,GBP,27,F,31-12-2021,FALSE,TRUE,sophie.mueller0178@email.com
CUST00179,Maria,Jackson,Australia,AUD,37,M,04-01-2020,TRUE,TRUE,maria.jackson0179@email.com
CUST00180,Elena,Anderson,USA,USD,73,F,05-05-2021,FALSE,TRUE,elena.anderson0180@email.com
CUST00181,Daniel,Anderson,UK,GBP,70,M,03-11-2021,FALSE,TRUE,daniel.anderson0181@email.com
CUST00182,Nina,Allen,USA,USD,52,M,30-12-2020,FALSE,TRUE,nina.allen0182@email.com
CUST00183,Luca,Brown,Netherlands,EUR,65,F,18-01-2020,FALSE,TRUE,luca.brown0183@email.com
CUST00184,Claire,Walker,Spain,EUR,27,M,23-11-2021,FALSE,TRUE,claire.walker0184@email.com
CUST00185,Emma,Lee,USA,USD,45,F,21-02-2021,FALSE,TRUE,emma.lee0185@email.com
CUST00186,Sophie,White,France,EUR,32,M,24-06-2020,FALSE,TRUE,sophie.white0186@email.com
CUST00187,Anna,Smith,Italy,EUR,53,M,10-03-2021,FALSE,TRUE,anna.smith0187@email.com
CUST00188,Thomas,Anderson,Germany,EUR,18,F,11-04-2020,FALSE,TRUE,thomas.anderson0188@email.com
CUST00189,Sara,Jackson,Germany,EUR,39,F,30-03-2020,FALSE,TRUE,sara.jackson0189@email.com
CUST00190,Elena,Smith,USA,USD,44,F,09-10-2020,TRUE,TRUE,elena.smith0190@email.com
CUST00191,Daniel,Johnson,USA,USD,46,F,03-12-2020,FALSE,TRUE,daniel.johnson0191@email.com
CUST00192,Emma,Taylor,Netherlands,EUR,32,F,19-06-2020,FALSE,TRUE,emma.taylor0192@email.com
CUST00193,William,Jackson,Netherlands,EUR,27,F,06-10-2021,FALSE,FALSE,william.jackson0193@email.com
CUST00194,John,Garcia,France,EUR,37,M,18-07-2020,FALSE,TRUE,john.garcia0194@email.com
CUST00195,William,Taylor,UK,GBP,39,F,10-12-2020,FALSE,TRUE,william.taylor0195@email.com
CUST00196,Robert,Jackson,UK,GBP,67,M,17-12-2020,TRUE,TRUE,robert.jackson0196@email.com
CUST00197,David,Garcia,Canada,CAD,65,M,26-06-2020,FALSE,TRUE,david.garcia0197@email.com
CUST00198,Daniel,Harris,Netherlands,EUR,70,M,28-10-2020,TRUE,TRUE,daniel.harris0198@email.com
CUST00199,Luca,Brown,Netherlands,EUR,26,M,16-07-2020,FALSE,TRUE,luca.brown0199@email.com
CUST00200,James,White,Italy,EUR,73,F,31-05-2021,FALSE,TRUE,james.white0200@email.com
CUST00201,Sophie,Lee,France,EUR,68,M,31-03-2021,TRUE,TRUE,sophie.lee0201@email.com
CUST00202,Laura,Rossi,USA,USD,49,M,22-06-2021,TRUE,FALSE,laura.rossi0202@email.com
CUST00203,Maria,Johnson,USA,USD,34,M,06-01-2020,FALSE,TRUE,maria.johnson0203@email.com
CUST00204,Daniel,Lee,Netherlands,EUR,59,M,07-07-2021,FALSE,TRUE,daniel.lee0204@email.com
CUST00205,Anna,Young,France,EUR,36,F,12-08-2021,TRUE,FALSE,anna.young0205@email.com
CUST00206,James,Garcia,USA,USD,57,M,13-07-2020,TRUE,FALSE,james.garcia0206@email.com
CUST00207,Maria,Dubois,USA,USD,44,M,29-05-2021,FALSE,TRUE,maria.dubois0207@email.com
CUST00208,James,White,France,EUR,68,M,09-08-2020,FALSE,TRUE,james.white0208@email.com
CUST00209,Daniel,Rossi,USA,USD,54,M,04-11-2021,FALSE,TRUE,daniel.rossi0209@email.com
CUST00210,Thomas,Wilson,USA,USD,51,F,21-01-2021,FALSE,TRUE,thomas.wilson0210@email.com
CUST00211,Robert,Mueller,Germany,EUR,64,M,24-06-2020,FALSE,TRUE,robert.mueller0211@email.com
CUST00212,Thomas,Dubois,Canada,CAD,66,M,09-11-2020,FALSE,TRUE,thomas.dubois0212@email.com
CUST00213,Daniel,Smith,France,EUR,27,M,23-05-2021,FALSE,TRUE,daniel.smith0213@email.com
CUST00214,Claire,Johnson,USA,USD,47,M,17-01-2021,FALSE,TRUE,claire.johnson0214@email.com
CUST00215,Julia,Jackson,Canada,CAD,38,Other,20-04-2020,FALSE,TRUE,julia.jackson0215@email.com
CUST00216,James,Taylor,USA,USD,38,M,17-10-2021,FALSE,TRUE,james.taylor0216@email.com
CUST00217,David,Thomas,UK,GBP,71,F,13-05-2020,FALSE,TRUE,david.thomas0217@email.com
CUST00218,William,Martin,Canada,CAD,51,F,08-06-2021,TRUE,TRUE,william.martin0218@email.com
CUST00219,Claire,Martin,France,EUR,26,M,27-07-2021,FALSE,TRUE,claire.martin0219@email.com
CUST00220,Anna,Hall,Spain,EUR,51,Other,27-07-2020,FALSE,TRUE,anna.hall0220@email.com
CUST00221,William,Thomas,France,EUR,67,F,22-05-2021,FALSE,TRUE,william.thomas0221@email.com
CUST00222,Laura,Lee,Germany,EUR,29,F,09-01-2021,FALSE,FALSE,laura.lee0222@email.com
CUST00223,Carlos,Rossi,USA,USD,64,M,14-12-2020,FALSE,TRUE,carlos.rossi0223@email.com
CUST00224,Laura,Martin,UK,GBP,38,F,07-07-2020,FALSE,TRUE,laura.martin0224@email.com
CUST00225,William,Harris,USA,USD,74,M,15-06-2020,FALSE,TRUE,william.harris0225@email.com
CUST00226,Elena,Taylor,USA,USD,37,M,16-08-2020,FALSE,TRUE,elena.taylor0226@email.com
CUST00227,Maria,Johnson,Sweden,SEK,23,F,09-10-2020,FALSE,TRUE,maria.johnson0227@email.com
CUST00228,Michael,Hall,UK,GBP,67,F,05-05-2021,FALSE,FALSE,michael.hall0228@email.com
CUST00229,Elena,Thomas,Netherlands,EUR,62,M,29-12-2020,FALSE,TRUE,elena.thomas0229@email.com
CUST00230,Thomas,Mueller,France,EUR,53,F,15-04-2020,FALSE,TRUE,thomas.mueller0230@email.com
CUST00231,Anna,Brown,Italy,EUR,29,F,18-09-2020,FALSE,TRUE,anna.brown0231@email.com
CUST00232,Luca,Taylor,Germany,EUR,58,M,20-03-2021,FALSE,TRUE,luca.taylor0232@email.com
CUST00233,James,Wilson,France,EUR,48,M,29-11-2020,FALSE,TRUE,james.wilson0233@email.com
CUST00234,Laura,Rossi,Germany,EUR,19,M,20-09-2021,FALSE,TRUE,laura.rossi0234@email.com
CUST00235,Carlos,Smith,USA,USD,33,F,25-02-2021,FALSE,FALSE,carlos.smith0235@email.com
CUST00236,Michael,White,Canada,CAD,18,F,28-08-2021,FALSE,TRUE,michael.white0236@email.com
CUST00237,Claire,Lee,USA,USD,21,M,23-11-2021,TRUE,TRUE,claire.lee0237@email.com
CUST00238,Carlos,Lee,USA,USD,64,F,22-10-2021,TRUE,TRUE,carlos.lee0238@email.com
CUST00239,Sara,Dubois,France,EUR,69,F,30-04-2021,FALSE,TRUE,sara.dubois0239@email.com
CUST00240,William,Rossi,USA,USD,18,F,30-04-2021,FALSE,TRUE,william.rossi0240@email.com
CUST00241,James,Harris,Australia,AUD,69,M,24-02-2021,FALSE,TRUE,james.harris0241@email.com
CUST00242,Emma,Wilson,Australia,AUD,64,F,29-11-2021,FALSE,TRUE,emma.wilson0242@email.com
CUST00243,David,Smith,Netherlands,EUR,52,F,26-08-2021,TRUE,TRUE,david.smith0243@email.com
CUST00244,Claire,Jackson,UK,GBP,30,M,23-12-2021,TRUE,TRUE,claire.jackson0244@email.com
CUST00245,Nina,Hall,USA,USD,67,M,18-07-2021,FALSE,TRUE,nina.hall0245@email.com
CUST00246,David,Hall,Netherlands,EUR,62,F,31-05-2021,FALSE,TRUE,david.hall0246@email.com
CUST00247,Elena,Jackson,UK,GBP,59,M,20-11-2020,FALSE,TRUE,elena.jackson0247@email.com
CUST00248,Carlos,White,Australia,AUD,48,F,25-07-2020,FALSE,TRUE,carlos.white0248@email.com
CUST00249,Julia,Anderson,Australia,AUD,37,M,10-05-2020,TRUE,TRUE,julia.anderson0249@email.com
CUST00250,William,Brown,Spain,EUR,73,M,15-12-2021,FALSE,TRUE,william.brown0250@email.com
CUST00251,Elena,Hall,USA,USD,24,M,27-01-2021,FALSE,TRUE,elena.hall0251@email.com
CUST00252,Nina,Dubois,UK,GBP,74,M,21-02-2020,FALSE,TRUE,nina.dubois0252@email.com
CUST00253,Elena,Walker,Spain,EUR,57,M,13-06-2020,FALSE,TRUE,elena.walker0253@email.com
